SKU,Component,Supplier,Cost
LP0121,SSD,GreenCell,481
LP0122,Display,GreenCell,245
LP0122,Keyboard,VisionDisplay,112
LP0122,Cooling Fan,Kingston,214
LP0122,Battery,Nvidia,129
LP0122,RAM,KeyTech,228
LP0123,RAM,GreenCell,273
LP0123,Display,Kingston,380
LP0123,Cooling Fan,Samsung,305
LP0123,Motherboard,IntelWorks,62
LP0123,SSD,Kingston,272
LP0124,GPU,Samsung,371
LP0124,SSD,CoolTech,135
LP0124,Cooling Fan,Nvidia,168
LP0124,Speaker,Nvidia,116
LP0124,RAM,VisionDisplay,478
LP0125,RAM,VisionDisplay,81
LP0125,Battery,GreenCell,222
LP0125,Motherboard,Nvidia,375
LP0125,Touchpad,VisionDisplay,399
LP0125,Keyboard,GreenCell,53
LP0125,Cooling Fan,Kingston,121
LP0125,GPU,Kingston,122
LP0125,Display,Nvidia,82
LP0126,GPU,Samsung,407
LP0126,Cooling Fan,Nvidia,202
LP0126,SSD,CoolTech,361
LP0126,Touchpad,Nvidia,268
LP0126,RAM,Samsung,95
LP0126,Speaker,CoolTech,75
LP0127,SSD,GreenCell,35
LP0127,Cooling Fan,VisionDisplay,397
LP0127,Speaker,IntelWorks,445
LP0127,Display,VisionDisplay,275
LP0127,RAM,IntelWorks,111
LP0128,Touchpad,CoolTech,425
LP0128,RAM,CoolTech,123
LP0128,Battery,Samsung,358
LP0128,Cooling Fan,CoolTech,271
LP0128,SSD,Samsung,297
LP0128,Speaker,Kingston,434
LP0128,Motherboard,IntelWorks,411
LP0128,Keyboard,IntelWorks,240
LP0129,GPU,CoolTech,255
LP0129,Cooling Fan,IntelWorks,36
LP0129,RAM,GreenCell,305
LP0129,Touchpad,Samsung,472
LP0129,Keyboard,GreenCell,271
LP0130,Battery,CoolTech,263
LP0130,SSD,GreenCell,279
LP0130,GPU,IntelWorks,220
LP0130,Keyboard,Samsung,273
LP0130,Motherboard,Nvidia,335
LP0130,Speaker,Kingston,412
LP0130,Cooling Fan,Samsung,184
LP0130,Touchpad,IntelWorks,34
LP0131,Battery,IntelWorks,411
LP0131,RAM,Kingston,214
LP0131,Speaker,VisionDisplay,239
LP0131,GPU,Kingston,202
LP0131,Cooling Fan,Nvidia,199
LP0132,Keyboard,VisionDisplay,486
LP0132,Touchpad,VisionDisplay,464
LP0132,Speaker,Samsung,78
LP0132,RAM,Kingston,106
LP0132,Battery,IntelWorks,295
LP0133,Motherboard,IntelWorks,376
LP0133,Cooling Fan,CoolTech,321
LP0133,GPU,IntelWorks,182
LP0133,SSD,Nvidia,312
LP0133,Speaker,Nvidia,185
LP0133,Keyboard,VisionDisplay,433
LP0133,Battery,CoolTech,71
LP0134,RAM,Kingston,243
LP0134,Cooling Fan,KeyTech,274
LP0134,Touchpad,VisionDisplay,450
LP0134,Display,KeyTech,167
LP0134,SSD,Samsung,44
LP0134,Battery,Samsung,313
LP0135,Keyboard,CoolTech,238
LP0135,Display,KeyTech,197
LP0135,Speaker,VisionDisplay,353
LP0135,SSD,Samsung,278
LP0135,Battery,Samsung,241
LP0135,RAM,Kingston,122
LP0135,Motherboard,Nvidia,225
LP0135,GPU,Samsung,339
LP0136,Speaker,CoolTech,129
LP0136,Battery,CoolTech,157
LP0136,Motherboard,Nvidia,498
LP0136,RAM,IntelWorks,287
LP0136,GPU,KeyTech,206
LP0136,SSD,CoolTech,95
LP0136,Display,KeyTech,97
LP0136,Touchpad,Samsung,452
LP0137,GPU,GreenCell,151
LP0137,RAM,KeyTech,227
LP0137,Display,KeyTech,78
LP0137,Speaker,GreenCell,118
LP0137,Cooling Fan,IntelWorks,145
LP0137,Keyboard,Samsung,257
LP0137,Battery,CoolTech,306
LP0137,Touchpad,Nvidia,236
LP0138,Keyboard,Samsung,424
LP0138,Battery,Samsung,357
LP0138,SSD,GreenCell,349
LP0138,Display,IntelWorks,389
LP0138,Motherboard,CoolTech,420
LP0139,Motherboard,VisionDisplay,481
LP0139,Display,Nvidia,479
LP0139,RAM,Kingston,363
LP0139,SSD,VisionDisplay,223
LP0139,Battery,GreenCell,140
LP0140,Touchpad,Samsung,274
LP0140,Speaker,VisionDisplay,141
LP0140,Display,VisionDisplay,415
LP0140,SSD,Kingston,188
LP0140,RAM,Nvidia,432
LP0141,GPU,Samsung,245
LP0141,Keyboard,Nvidia,150
LP0141,Battery,IntelWorks,271
LP0141,Motherboard,Kingston,378
LP0141,Display,VisionDisplay,182
LP0141,RAM,Nvidia,263
LP0142,SSD,Samsung,30
LP0142,Battery,IntelWorks,450
LP0142,RAM,IntelWorks,373
LP0142,Keyboard,KeyTech,149
LP0142,Cooling Fan,Nvidia,178
LP0142,Speaker,Kingston,482
LP0143,Speaker,Nvidia,494
LP0143,Keyboard,Samsung,174
LP0143,Cooling Fan,VisionDisplay,499
LP0143,Touchpad,KeyTech,172
LP0143,Motherboard,KeyTech,460
LP0144,Cooling Fan,VisionDisplay,441
LP0144,RAM,CoolTech,261
LP0144,GPU,Nvidia,494
LP0144,Touchpad,Kingston,387
LP0144,Motherboard,Nvidia,468
LP0144,Battery,VisionDisplay,442
LP0145,SSD,Kingston,252
LP0145,Speaker,IntelWorks,410
LP0145,Display,IntelWorks,348
LP0145,Battery,GreenCell,342
LP0145,Keyboard,CoolTech,425
LP0145,Touchpad,GreenCell,21
LP0146,Keyboard,GreenCell,453
LP0146,SSD,Nvidia,425
LP0146,RAM,Kingston,251
LP0146,Speaker,CoolTech,467
LP0146,Motherboard,GreenCell,153
LP0146,Cooling Fan,GreenCell,371
LP0146,Display,Kingston,429
LP0146,GPU,Samsung,121
LP0147,GPU,KeyTech,30
LP0147,RAM,IntelWorks,492
LP0147,Battery,KeyTech,484
LP0147,Keyboard,VisionDisplay,256
LP0147,Touchpad,KeyTech,154
LP0148,Motherboard,VisionDisplay,208
LP0148,GPU,GreenCell,310
LP0148,Speaker,VisionDisplay,27
LP0148,SSD,Nvidia,415
LP0148,Battery,CoolTech,443
LP0148,Display,CoolTech,80
LP0149,Keyboard,Nvidia,86
LP0149,Touchpad,Nvidia,458
LP0149,SSD,KeyTech,327
LP0149,Battery,KeyTech,441
LP0149,RAM,Samsung,392
LP0149,Speaker,KeyTech,234
LP0150,GPU,CoolTech,484
LP0150,Battery,KeyTech,209
LP0150,Motherboard,CoolTech,63
LP0150,Speaker,IntelWorks,260
LP0150,Touchpad,GreenCell,466
LP0150,Display,Kingston,374
LP0151,Keyboard,IntelWorks,46
LP0151,GPU,Kingston,496
LP0151,Speaker,KeyTech,261
LP0151,RAM,Kingston,330
LP0151,SSD,IntelWorks,22
LP0151,Battery,Samsung,278
LP0151,Motherboard,Nvidia,174
LP0151,Touchpad,Nvidia,363
LP0152,Battery,CoolTech,496
LP0152,Speaker,Kingston,469
LP0152,Motherboard,CoolTech,87
LP0152,SSD,VisionDisplay,182
LP0152,Display,Nvidia,92
LP0152,Touchpad,Samsung,79
LP0152,RAM,Kingston,42
LP0153,Cooling Fan,Samsung,284
LP0153,SSD,Kingston,243
LP0153,RAM,GreenCell,181
LP0153,Keyboard,CoolTech,411
LP0153,Battery,GreenCell,304
LP0153,Touchpad,CoolTech,47
LP0154,Battery,Samsung,103
LP0154,Motherboard,CoolTech,243
LP0154,Keyboard,VisionDisplay,478
LP0154,Display,CoolTech,40
LP0154,Speaker,CoolTech,202
LP0154,Cooling Fan,CoolTech,254
LP0155,Display,GreenCell,403
LP0155,Battery,Samsung,308
LP0155,Touchpad,KeyTech,318
LP0155,Speaker,IntelWorks,289
LP0155,Motherboard,GreenCell,233
LP0155,Cooling Fan,VisionDisplay,146
LP0155,GPU,CoolTech,366
LP0155,RAM,VisionDisplay,474
LP0156,Motherboard,Kingston,98
LP0156,SSD,IntelWorks,61
LP0156,Display,CoolTech,445
LP0156,Keyboard,CoolTech,252
LP0156,Battery,Samsung,324
LP0156,Speaker,IntelWorks,188
LP0156,Touchpad,IntelWorks,355
LP0157,RAM,VisionDisplay,300
LP0157,Battery,Nvidia,67
LP0157,Keyboard,Nvidia,150
LP0157,GPU,GreenCell,142
LP0157,Motherboard,Nvidia,65
LP0157,Speaker,IntelWorks,456
LP0157,SSD,KeyTech,103
LP0157,Touchpad,Nvidia,419
LP0158,SSD,GreenCell,203
LP0158,Battery,VisionDisplay,446
LP0158,Display,Kingston,282
LP0158,Speaker,KeyTech,270
LP0158,Keyboard,CoolTech,473
LP0158,RAM,Nvidia,263
LP0158,GPU,Samsung,308
LP0158,Touchpad,Nvidia,66
LP0159,RAM,Kingston,257
LP0159,Battery,KeyTech,351
LP0159,GPU,GreenCell,496
LP0159,Touchpad,CoolTech,289
LP0159,Keyboard,VisionDisplay,168
LP0159,Motherboard,CoolTech,243
LP0159,SSD,VisionDisplay,484
LP0159,Speaker,CoolTech,173
LP0160,Battery,IntelWorks,302
LP0160,SSD,VisionDisplay,489
LP0160,Keyboard,IntelWorks,282
LP0160,Speaker,VisionDisplay,281
LP0160,Cooling Fan,Nvidia,231
LP0160,Touchpad,VisionDisplay,257
LP0161,RAM,CoolTech,111
LP0161,SSD,GreenCell,451
LP0161,Display,Nvidia,43
LP0161,GPU,VisionDisplay,233
LP0161,Speaker,Samsung,180
LP0161,Motherboard,CoolTech,407
LP0161,Touchpad,CoolTech,339
LP0162,RAM,VisionDisplay,242
LP0162,Battery,IntelWorks,22
LP0162,Keyboard,Nvidia,79
LP0162,Display,IntelWorks,107
LP0162,Motherboard,CoolTech,255
LP0162,SSD,Nvidia,464
LP0162,Speaker,CoolTech,175
LP0163,GPU,VisionDisplay,437
LP0163,SSD,IntelWorks,376
LP0163,Display,KeyTech,459
LP0163,Cooling Fan,IntelWorks,127
LP0163,Touchpad,CoolTech,352
LP0163,Motherboard,GreenCell,352
LP0163,RAM,KeyTech,243
LP0164,Display,IntelWorks,79
LP0164,SSD,GreenCell,482
LP0164,Cooling Fan,GreenCell,398
LP0164,Touchpad,CoolTech,268
LP0164,Keyboard,CoolTech,30
LP0164,RAM,CoolTech,319
LP0165,Keyboard,VisionDisplay,342
LP0165,SSD,Nvidia,232
LP0165,GPU,CoolTech,397
LP0165,Motherboard,Samsung,38
LP0165,Battery,CoolTech,224
LP0165,Cooling Fan,CoolTech,282
LP0166,Keyboard,Nvidia,475
LP0166,Motherboard,CoolTech,79
LP0166,Speaker,CoolTech,338
LP0166,Touchpad,Kingston,249
LP0166,SSD,Nvidia,30
LP0166,Battery,GreenCell,167
LP0166,Cooling Fan,KeyTech,260
LP0166,Display,Kingston,244
LP0167,Speaker,GreenCell,472
LP0167,Keyboard,Samsung,390
LP0167,RAM,Nvidia,233
LP0167,SSD,Kingston,427
LP0167,Cooling Fan,CoolTech,429
LP0167,Touchpad,GreenCell,338
LP0168,SSD,GreenCell,330
LP0168,Display,CoolTech,71
LP0168,Cooling Fan,Nvidia,272
LP0168,Speaker,Samsung,140
LP0168,GPU,KeyTech,305
LP0168,RAM,IntelWorks,29
LP0169,SSD,Kingston,240
LP0169,RAM,VisionDisplay,336
LP0169,Battery,KeyTech,81
LP0169,Display,KeyTech,269
LP0169,Touchpad,Samsung,194
LP0169,Motherboard,Kingston,413
LP0169,Speaker,IntelWorks,414
LP0170,Battery,VisionDisplay,74
LP0170,Speaker,VisionDisplay,441
LP0170,Display,IntelWorks,279
LP0170,RAM,VisionDisplay,105
LP0170,Motherboard,VisionDisplay,465
LP0170,Keyboard,KeyTech,486
LP0170,SSD,Kingston,100
LP0171,Cooling Fan,Kingston,439
LP0171,Speaker,GreenCell,82
LP0171,Touchpad,KeyTech,244
LP0171,RAM,Nvidia,413
LP0171,Motherboard,IntelWorks,145
LP0171,Display,CoolTech,194
LP0171,Battery,Samsung,278
LP0172,Display,KeyTech,97
LP0172,SSD,Nvidia,423
LP0172,RAM,KeyTech,90
LP0172,Cooling Fan,Nvidia,231
LP0172,Keyboard,Nvidia,479
LP0172,Battery,CoolTech,456
LP0173,Motherboard,VisionDisplay,193
LP0173,Cooling Fan,Kingston,225
LP0173,Battery,GreenCell,242
LP0173,GPU,IntelWorks,221
LP0173,Touchpad,IntelWorks,358
LP0173,SSD,GreenCell,482
LP0173,RAM,IntelWorks,343
LP0174,GPU,IntelWorks,443
LP0174,Touchpad,Samsung,480
LP0174,SSD,GreenCell,378
LP0174,RAM,Nvidia,248
LP0174,Speaker,KeyTech,474
LP0174,Battery,CoolTech,377
LP0174,Cooling Fan,Kingston,474
LP0175,Keyboard,GreenCell,286
LP0175,SSD,Samsung,129
LP0175,Display,VisionDisplay,281
LP0175,Motherboard,Samsung,286
LP0175,Speaker,Kingston,407
LP0175,Battery,GreenCell,31
LP0175,Touchpad,IntelWorks,475
LP0175,RAM,Samsung,143
LP0176,GPU,Kingston,83
LP0176,Speaker,IntelWorks,407
LP0176,Display,VisionDisplay,249
LP0176,RAM,Samsung,313
LP0176,Motherboard,IntelWorks,252
LP0176,Battery,Kingston,140
LP0176,SSD,KeyTech,199
LP0177,SSD,Kingston,284
LP0177,Battery,KeyTech,441
LP0177,GPU,Kingston,252
LP0177,Touchpad,VisionDisplay,95
LP0177,RAM,Nvidia,444
LP0177,Display,Nvidia,61
LP0177,Motherboard,VisionDisplay,51
LP0178,Battery,Nvidia,466
LP0178,Cooling Fan,Samsung,319
LP0178,Keyboard,CoolTech,345
LP0178,Speaker,Nvidia,245
LP0178,Motherboard,CoolTech,394
LP0178,Touchpad,Nvidia,441
LP0178,GPU,GreenCell,93
LP0178,SSD,GreenCell,268
LP0179,Battery,GreenCell,306
LP0179,Speaker,Kingston,491
LP0179,Display,VisionDisplay,328
LP0179,RAM,Nvidia,76
LP0179,Cooling Fan,VisionDisplay,209
LP0179,Keyboard,Samsung,40
LP0179,SSD,GreenCell,80
LP0179,Motherboard,Kingston,176
LP0180,SSD,IntelWorks,499
LP0180,Touchpad,Samsung,475
LP0180,Cooling Fan,Samsung,130
LP0180,Motherboard,GreenCell,439
LP0180,Display,CoolTech,21
LP0180,RAM,VisionDisplay,300
LP0180,Keyboard,Kingston,54
LP0181,GPU,Kingston,420
LP0181,Cooling Fan,Nvidia,263
LP0181,SSD,GreenCell,410
LP0181,Speaker,GreenCell,278
LP0181,Keyboard,CoolTech,409
LP0182,Cooling Fan,KeyTech,480
LP0182,Battery,Nvidia,193
LP0182,RAM,IntelWorks,363
LP0182,Motherboard,CoolTech,396
LP0182,SSD,Samsung,350
LP0182,Touchpad,VisionDisplay,463
LP0182,Keyboard,GreenCell,382
LP0182,Display,IntelWorks,312
LP0183,Speaker,KeyTech,404
LP0183,Display,CoolTech,277
LP0183,Touchpad,IntelWorks,81
LP0183,Cooling Fan,GreenCell,29
LP0183,SSD,Samsung,422
LP0183,RAM,KeyTech,145
LP0183,Motherboard,CoolTech,63
LP0184,GPU,GreenCell,232
LP0184,Motherboard,IntelWorks,460
LP0184,Cooling Fan,Kingston,215
LP0184,Touchpad,Samsung,66
LP0184,Speaker,VisionDisplay,70
LP0184,Battery,GreenCell,166
LP0184,Keyboard,GreenCell,113
LP0185,Display,Kingston,112
LP0185,Battery,IntelWorks,385
LP0185,SSD,IntelWorks,172
LP0185,Keyboard,Nvidia,70
LP0185,RAM,Kingston,92
LP0185,Touchpad,Nvidia,477
LP0185,Motherboard,Kingston,152
LP0186,Display,Nvidia,78
LP0186,Motherboard,Samsung,51
LP0186,Keyboard,Kingston,257
LP0186,Touchpad,Nvidia,53
LP0186,SSD,CoolTech,34
LP0186,RAM,Nvidia,344
LP0186,GPU,KeyTech,487
LP0186,Cooling Fan,IntelWorks,157
LP0187,Keyboard,Nvidia,248
LP0187,Speaker,VisionDisplay,453
LP0187,Battery,KeyTech,420
LP0187,Cooling Fan,GreenCell,211
LP0187,SSD,GreenCell,420
LP0188,Speaker,Samsung,354
LP0188,GPU,GreenCell,20
LP0188,Cooling Fan,IntelWorks,497
LP0188,Motherboard,CoolTech,159
LP0188,Touchpad,Samsung,449
LP0188,Keyboard,Nvidia,199
LP0189,Touchpad,VisionDisplay,173
LP0189,Speaker,VisionDisplay,222
LP0189,SSD,VisionDisplay,445
LP0189,Motherboard,GreenCell,391
LP0189,Display,Samsung,469
LP0189,Cooling Fan,Nvidia,127
LP0190,RAM,KeyTech,255
LP0190,SSD,Kingston,28
LP0190,Cooling Fan,GreenCell,350
LP0190,Battery,IntelWorks,331
LP0190,Display,CoolTech,22
LP0190,GPU,IntelWorks,364
LP0190,Speaker,GreenCell,231
LP0191,GPU,CoolTech,364
LP0191,Speaker,VisionDisplay,200
LP0191,Display,Nvidia,443
LP0191,Touchpad,Kingston,218
LP0191,RAM,GreenCell,449
LP0191,Motherboard,IntelWorks,83
LP0191,SSD,CoolTech,209
LP0191,Battery,KeyTech,247
LP0192,Keyboard,Kingston,118
LP0192,Motherboard,VisionDisplay,437
LP0192,SSD,Samsung,433
LP0192,RAM,KeyTech,139
LP0192,GPU,CoolTech,205
LP0193,SSD,Nvidia,76
LP0193,Cooling Fan,Samsung,311
LP0193,Keyboard,CoolTech,107
LP0193,Motherboard,KeyTech,357
LP0193,Display,GreenCell,53
LP0194,Display,Samsung,118
LP0194,Battery,IntelWorks,374
LP0194,SSD,Samsung,368
LP0194,Cooling Fan,CoolTech,21
LP0194,Touchpad,Nvidia,348
LP0194,GPU,IntelWorks,457
LP0195,GPU,CoolTech,205
LP0195,Touchpad,IntelWorks,472
LP0195,SSD,KeyTech,44
LP0195,Motherboard,Samsung,490
LP0195,RAM,Nvidia,292
LP0195,Cooling Fan,CoolTech,181
LP0195,Keyboard,IntelWorks,220
LP0196,RAM,VisionDisplay,489
LP0196,Display,KeyTech,120
LP0196,Motherboard,GreenCell,188
LP0196,Touchpad,Samsung,52
LP0196,Speaker,VisionDisplay,34
LP0196,Keyboard,CoolTech,241
LP0197,Touchpad,CoolTech,142
LP0197,RAM,Kingston,446
LP0197,SSD,IntelWorks,440
LP0197,Display,Kingston,286
LP0197,Motherboard,KeyTech,57
LP0198,Display,VisionDisplay,420
LP0198,Cooling Fan,GreenCell,51
LP0198,Touchpad,CoolTech,48
LP0198,Motherboard,Samsung,332
LP0198,GPU,Nvidia,53
LP0198,RAM,VisionDisplay,366
LP0198,Keyboard,IntelWorks,306
LP0198,Speaker,IntelWorks,170
LP0199,GPU,Nvidia,257
LP0199,Display,Nvidia,470
LP0199,Touchpad,VisionDisplay,193
LP0199,Speaker,IntelWorks,252
LP0199,SSD,Kingston,320
LP0199,RAM,KeyTech,75
LP0199,Motherboard,VisionDisplay,26
LP0199,Cooling Fan,VisionDisplay,323
LP0200,Touchpad,CoolTech,115
LP0200,Battery,KeyTech,90
LP0200,SSD,IntelWorks,50
LP0200,Speaker,GreenCell,179
LP0200,Keyboard,Nvidia,282
LP0200,RAM,Kingston,179
LP0201,Battery,Kingston,24
LP0201,Cooling Fan,GreenCell,49
LP0201,SSD,KeyTech,279
LP0201,Speaker,IntelWorks,236
LP0201,Touchpad,Kingston,120
LP0201,RAM,KeyTech,347
LP0202,Display,Kingston,456
LP0202,RAM,Kingston,335
LP0202,Keyboard,Samsung,234
LP0202,Speaker,Kingston,103
LP0202,Cooling Fan,VisionDisplay,252
LP0202,GPU,IntelWorks,273
LP0203,Motherboard,KeyTech,266
LP0203,Keyboard,Kingston,433
LP0203,Speaker,Nvidia,125
LP0203,Cooling Fan,Nvidia,114
LP0203,SSD,IntelWorks,205
LP0203,Display,IntelWorks,57
LP0204,Motherboard,Kingston,42
LP0204,Speaker,IntelWorks,121
LP0204,Display,KeyTech,165
LP0204,Cooling Fan,GreenCell,132
LP0204,Battery,Samsung,388
LP0204,Keyboard,GreenCell,193
LP0204,GPU,KeyTech,111
LP0205,Motherboard,Nvidia,355
LP0205,Battery,VisionDisplay,193
LP0205,SSD,KeyTech,176
LP0205,Touchpad,CoolTech,142
LP0205,GPU,Kingston,434
LP0205,Display,Kingston,358
LP0206,Speaker,KeyTech,118
LP0206,GPU,Nvidia,375
LP0206,Display,Kingston,182
LP0206,Motherboard,Nvidia,345
LP0206,Cooling Fan,KeyTech,491
LP0206,RAM,IntelWorks,410
LP0207,Speaker,Samsung,466
LP0207,SSD,GreenCell,455
LP0207,Battery,CoolTech,127
LP0207,Cooling Fan,VisionDisplay,421
LP0207,Display,CoolTech,424
LP0207,Motherboard,VisionDisplay,105
LP0208,Speaker,Kingston,289
LP0208,RAM,CoolTech,386
LP0208,Cooling Fan,CoolTech,262
LP0208,SSD,Samsung,317
LP0208,Keyboard,Nvidia,346
LP0208,Display,IntelWorks,126
LP0208,Battery,KeyTech,478
LP0208,Touchpad,KeyTech,251
LP0209,GPU,GreenCell,498
LP0209,Keyboard,Kingston,150
LP0209,SSD,VisionDisplay,88
LP0209,Speaker,VisionDisplay,171
LP0209,Touchpad,CoolTech,285
LP0209,Cooling Fan,Kingston,137
LP0210,Cooling Fan,CoolTech,241
LP0210,Speaker,Nvidia,208
LP0210,RAM,CoolTech,182
LP0210,Keyboard,Samsung,215
LP0210,GPU,IntelWorks,111
LP0211,Keyboard,KeyTech,70
LP0211,SSD,VisionDisplay,56
LP0211,Display,Kingston,39
LP0211,Battery,KeyTech,190
LP0211,Motherboard,KeyTech,365
LP0211,GPU,Kingston,148
LP0211,RAM,Samsung,401
LP0211,Cooling Fan,Samsung,117
LP0212,Speaker,Kingston,420
LP0212,SSD,Nvidia,227
LP0212,Motherboard,IntelWorks,261
LP0212,GPU,GreenCell,463
LP0212,Battery,Nvidia,136
LP0212,RAM,KeyTech,390
LP0213,Cooling Fan,VisionDisplay,180
LP0213,Keyboard,KeyTech,239
LP0213,Touchpad,Nvidia,127
LP0213,RAM,CoolTech,250
LP0213,Speaker,IntelWorks,211
LP0213,Battery,GreenCell,315
LP0214,SSD,Kingston,135
LP0214,Motherboard,Nvidia,237
LP0214,Cooling Fan,Nvidia,410
LP0214,GPU,Samsung,186
LP0214,RAM,IntelWorks,310
LP0214,Battery,IntelWorks,492
LP0215,Battery,VisionDisplay,293
LP0215,RAM,Nvidia,116
LP0215,GPU,CoolTech,75
LP0215,Keyboard,Kingston,311
LP0215,Display,CoolTech,347
LP0215,Cooling Fan,Samsung,67
LP0216,Display,CoolTech,33
LP0216,Speaker,GreenCell,121
LP0216,Battery,VisionDisplay,486
LP0216,Motherboard,Nvidia,165
LP0216,RAM,KeyTech,139
LP0216,SSD,Samsung,357
LP0217,Cooling Fan,GreenCell,187
LP0217,Motherboard,Nvidia,220
LP0217,RAM,GreenCell,76
LP0217,SSD,GreenCell,294
LP0217,Speaker,Nvidia,264
LP0218,GPU,Samsung,241
LP0218,Keyboard,CoolTech,101
LP0218,Battery,Samsung,320
LP0218,Touchpad,KeyTech,277
LP0218,Display,CoolTech,161
LP0219,Motherboard,KeyTech,289
LP0219,Battery,Kingston,486
LP0219,Cooling Fan,CoolTech,255
LP0219,Touchpad,CoolTech,314
LP0219,Keyboard,IntelWorks,397
LP0219,SSD,VisionDisplay,167
LP0220,RAM,Nvidia,254
LP0220,SSD,Nvidia,486
LP0220,GPU,GreenCell,377
LP0220,Speaker,VisionDisplay,221
LP0220,Display,IntelWorks,142
LP0220,Keyboard,GreenCell,160
LP0220,Touchpad,Samsung,361
LP0220,Motherboard,VisionDisplay,377
LP0221,Cooling Fan,Kingston,229
LP0221,GPU,CoolTech,104
LP0221,Display,Samsung,126
LP0221,Battery,IntelWorks,256
LP0221,Motherboard,IntelWorks,57
LP0221,RAM,CoolTech,215
LP0222,GPU,GreenCell,187
LP0222,Keyboard,CoolTech,268
LP0222,Touchpad,CoolTech,54
LP0222,Motherboard,VisionDisplay,300
LP0222,Cooling Fan,KeyTech,385
LP0222,Battery,CoolTech,91
LP0222,RAM,CoolTech,440
LP0223,Battery,VisionDisplay,293
LP0223,Touchpad,Nvidia,106
LP0223,Motherboard,VisionDisplay,363
LP0223,SSD,IntelWorks,366
LP0223,Cooling Fan,Samsung,98
LP0223,Display,CoolTech,203
LP0223,Speaker,GreenCell,130
LP0224,Speaker,VisionDisplay,219
LP0224,Keyboard,Samsung,247
LP0224,Cooling Fan,IntelWorks,326
LP0224,RAM,IntelWorks,44
LP0224,Motherboard,Nvidia,412
LP0225,Keyboard,Nvidia,34
LP0225,RAM,IntelWorks,192
LP0225,Touchpad,KeyTech,368
LP0225,Display,VisionDisplay,132
LP0225,Motherboard,VisionDisplay,428
LP0225,Speaker,GreenCell,390
LP0226,Motherboard,KeyTech,339
LP0226,GPU,KeyTech,498
LP0226,Display,Nvidia,500
LP0226,Speaker,Nvidia,81
LP0226,Battery,KeyTech,129
LP0226,RAM,VisionDisplay,202
LP0227,Battery,KeyTech,254
LP0227,Motherboard,KeyTech,53
LP0227,GPU,Samsung,352
LP0227,RAM,Kingston,42
LP0227,Touchpad,VisionDisplay,473
LP0227,Speaker,KeyTech,230
LP0227,Keyboard,Samsung,412
LP0228,Display,Nvidia,367
LP0228,Speaker,GreenCell,190
LP0228,Battery,GreenCell,345
LP0228,Cooling Fan,Kingston,455
LP0228,Motherboard,CoolTech,54
LP0228,SSD,Kingston,29
LP0228,GPU,CoolTech,215
LP0228,Keyboard,KeyTech,277
LP0229,Keyboard,Nvidia,407
LP0229,Motherboard,KeyTech,337
LP0229,Display,VisionDisplay,50
LP0229,Battery,GreenCell,211
LP0229,Cooling Fan,CoolTech,171
LP0230,Battery,CoolTech,398
LP0230,GPU,Kingston,88
LP0230,Keyboard,Samsung,182
LP0230,RAM,IntelWorks,286
LP0230,Motherboard,Nvidia,351
LP0230,Display,Samsung,404
LP0231,Keyboard,IntelWorks,484
LP0231,RAM,KeyTech,430
LP0231,Speaker,KeyTech,331
LP0231,Display,Nvidia,286
LP0231,GPU,Kingston,113
LP0232,Motherboard,GreenCell,66
LP0232,Display,GreenCell,323
LP0232,Cooling Fan,KeyTech,140
LP0232,Touchpad,VisionDisplay,238
LP0232,Speaker,CoolTech,179
LP0232,GPU,GreenCell,389
LP0232,RAM,KeyTech,145
LP0232,SSD,Nvidia,110
LP0233,SSD,CoolTech,60
LP0233,Touchpad,Kingston,223
LP0233,Cooling Fan,Nvidia,105
LP0233,RAM,CoolTech,245
LP0233,Display,Nvidia,278
LP0233,Battery,Nvidia,409
LP0234,Cooling Fan,GreenCell,303
LP0234,Motherboard,GreenCell,151
LP0234,GPU,Nvidia,257
LP0234,Keyboard,Samsung,252
LP0234,Speaker,Samsung,212
LP0234,Battery,CoolTech,56
LP0235,Battery,Kingston,271
LP0235,Cooling Fan,Nvidia,493
LP0235,Keyboard,Nvidia,222
LP0235,Display,Kingston,216
LP0235,GPU,CoolTech,177
LP0235,Motherboard,VisionDisplay,229
LP0235,SSD,IntelWorks,491
LP0236,GPU,Samsung,414
LP0236,Battery,Kingston,280
LP0236,Keyboard,CoolTech,345
LP0236,Touchpad,Kingston,376
LP0236,Cooling Fan,IntelWorks,353
LP0237,GPU,GreenCell,153
LP0237,Keyboard,CoolTech,368
LP0237,Speaker,GreenCell,150
LP0237,Cooling Fan,KeyTech,328
LP0237,Motherboard,GreenCell,26
LP0237,Battery,VisionDisplay,414
LP0237,RAM,VisionDisplay,349
LP0237,SSD,Nvidia,223
LP0238,Speaker,Samsung,374
LP0238,Keyboard,Samsung,276
LP0238,GPU,Nvidia,320
LP0238,Display,Samsung,395
LP0238,Touchpad,Nvidia,405
LP0239,Display,KeyTech,496
LP0239,RAM,Nvidia,377
LP0239,Battery,Samsung,23
LP0239,Cooling Fan,GreenCell,437
LP0239,Speaker,CoolTech,20
LP0240,Display,Nvidia,107
LP0240,GPU,GreenCell,211
LP0240,Speaker,GreenCell,380
LP0240,RAM,GreenCell,121
LP0240,Battery,CoolTech,113
LP0241,Cooling Fan,GreenCell,434
LP0241,Keyboard,KeyTech,152
LP0241,Battery,Nvidia,245
LP0241,Display,VisionDisplay,464
LP0241,Motherboard,GreenCell,60
LP0242,Display,KeyTech,264
