Claim_ID,SKU,Component Failed,Days After Purchase,Repair Cost
W000771,LP0299,Battery,259,235
W000772,LP0265,Speaker,684,339
W000773,LP0567,SSD,329,91
W000774,LP0215,RAM,414,106
W000775,LP0436,Motherboard,989,609
W000776,LP0688,Display,1004,635
W000777,LP0103,Keyboard,792,90
W000778,LP0082,RAM,994,131
W000779,LP0876,Display,1024,148
W000780,LP0209,Battery,210,626
W000781,LP0699,SSD,43,168
W000782,LP0311,Cooling Fan,18,195
W000783,LP0994,Speaker,190,326
W000784,LP0095,Display,281,576
W000785,LP0471,SSD,659,169
W000786,LP0931,Cooling Fan,163,652
W000787,LP0219,GPU,985,552
W000788,LP0378,Cooling Fan,789,331
W000789,LP0881,GPU,394,649
W000790,LP0074,Keyboard,173,68
W000791,LP0941,Cooling Fan,627,659
W000792,LP0994,Display,786,155
W000793,LP0802,Touchpad,596,203
W000794,LP0256,Battery,253,386
W000795,LP0291,Motherboard,165,273
W000796,LP0085,RAM,456,369
W000797,LP0053,GPU,897,219
W000798,LP0398,Display,842,591
W000799,LP0260,RAM,700,201
W000800,LP0331,Battery,1027,349
W000801,LP0915,Display,14,172
W000802,LP0649,RAM,589,528
W000803,LP0738,Display,965,627
W000804,LP0556,Touchpad,575,563
W000805,LP0539,RAM,882,429
W000806,LP0620,SSD,1047,613
W000807,LP0973,Touchpad,462,89
W000808,LP0032,RAM,227,635
W000809,LP0644,RAM,896,492
W000810,LP0357,GPU,436,404
W000811,LP0373,Speaker,616,179
W000812,LP0873,Battery,928,683
W000813,LP0742,Display,943,189
W000814,LP0400,GPU,282,699
W000815,LP0371,GPU,761,56
W000816,LP0266,GPU,26,517
W000817,LP0024,Motherboard,179,331
W000818,LP0880,SSD,237,257
W000819,LP0006,GPU,1052,693
W000820,LP0979,GPU,378,296
W000821,LP0042,Speaker,921,135
W000822,LP0898,Motherboard,17,683
W000823,LP0833,GPU,847,584
W000824,LP0614,Motherboard,566,132
W000825,LP0498,Battery,298,37
W000826,LP0484,GPU,355,226
W000827,LP0514,Display,259,389
W000828,LP0892,Battery,296,264
W000829,LP0147,Speaker,313,215
W000830,LP0180,Speaker,327,320
W000831,LP0014,Speaker,578,512
W000832,LP0335,Battery,1087,227
W000833,LP0367,Touchpad,618,62
W000834,LP0002,SSD,198,69
W000835,LP0744,Speaker,558,493
W000836,LP0620,Display,477,411
W000837,LP0912,Display,246,282
W000838,LP0356,Motherboard,653,228
W000839,LP0327,Cooling Fan,308,198
W000840,LP0785,Speaker,278,37
W000841,LP0811,GPU,602,150
W000842,LP0655,RAM,1012,599
W000843,LP0042,Touchpad,961,566
W000844,LP0247,Motherboard,271,583
W000845,LP0018,Display,58,337
W000846,LP0105,Touchpad,599,367
W000847,LP0249,SSD,168,657
W000848,LP0341,Battery,1055,127
W000849,LP0953,SSD,599,510
W000850,LP0570,GPU,940,324
W000851,LP0751,Battery,84,209
W000852,LP0088,Speaker,467,53
W000853,LP0395,Keyboard,715,539
W000854,LP0935,Speaker,61,262
W000855,LP0476,Speaker,246,179
W000856,LP0100,Keyboard,920,286
W000857,LP0954,Keyboard,834,640
W000858,LP0590,Motherboard,663,369
W000859,LP0566,RAM,715,534
W000860,LP0804,RAM,636,51
W000861,LP0558,SSD,392,619
W000862,LP0917,Motherboard,868,647
W000863,LP0988,GPU,110,335
W000864,LP0368,Battery,1074,652
W000865,LP0821,Speaker,888,45
W000866,LP0387,Display,109,427
W000867,LP0340,GPU,951,276
W000868,LP0240,Cooling Fan,569,410
W000869,LP0455,Motherboard,179,438
W000870,LP0326,Battery,919,454
W000871,LP0096,Keyboard,866,603
W000872,LP0071,SSD,129,173
W000873,LP0367,Keyboard,51,554
W000874,LP0288,Keyboard,990,438
W000875,LP0631,Touchpad,339,685
W000876,LP0628,GPU,615,305
W000877,LP0309,Cooling Fan,1031,214
W000878,LP0331,Motherboard,587,218
W000879,LP0247,Battery,523,208
W000880,LP0218,SSD,1059,34
W000881,LP0786,Motherboard,570,111
W000882,LP0466,Battery,640,143
W000883,LP0738,RAM,710,282
W000884,LP0965,GPU,231,365
W000885,LP0548,RAM,655,499
W000886,LP0289,Touchpad,68,423
W000887,LP0179,Cooling Fan,785,45
W000888,LP0167,SSD,346,407
W000889,LP0464,Motherboard,499,248
W000890,LP0227,Battery,702,644
W000891,LP0299,RAM,381,257
W000892,LP0869,Display,669,685
W000893,LP0551,Battery,1085,426
W000894,LP0232,Motherboard,582,50
W000895,LP0934,Battery,901,431
W000896,LP0189,Touchpad,195,483
W000897,LP0162,Display,1004,332
W000898,LP0975,Battery,294,164
W000899,LP0028,SSD,188,447
W000900,LP0476,Speaker,372,152
W000901,LP0368,Keyboard,370,445
W000902,LP0392,Touchpad,439,516
W000903,LP0880,Motherboard,821,256
W000904,LP0130,RAM,77,250
W000905,LP0125,Keyboard,331,542
W000906,LP0047,SSD,743,37
W000907,LP0190,Battery,102,458
W000908,LP0098,Touchpad,109,138
W000909,LP0591,Keyboard,508,246
W000910,LP0383,Touchpad,472,531
W000911,LP0619,Cooling Fan,183,648
W000912,LP0064,Motherboard,129,691
W000913,LP0023,Battery,709,470
W000914,LP0102,GPU,309,218
W000915,LP0862,RAM,781,317
W000916,LP0717,Cooling Fan,141,556
W000917,LP0758,RAM,734,644
W000918,LP0317,Motherboard,930,623
W000919,LP0637,Battery,474,30
W000920,LP0293,RAM,454,169
W000921,LP0761,Keyboard,179,424
W000922,LP0667,Cooling Fan,963,577
W000923,LP0787,Display,593,369
W000924,LP0386,SSD,913,324
W000925,LP0858,Keyboard,919,43
W000926,LP0802,Display,615,391
W000927,LP0201,Touchpad,223,112
W000928,LP0687,Cooling Fan,1031,468
W000929,LP0993,GPU,886,378
W000930,LP0060,RAM,372,512
W000931,LP0664,GPU,147,158
W000932,LP0028,Touchpad,337,597
W000933,LP0089,RAM,986,590
W000934,LP0057,GPU,161,669
W000935,LP0062,Battery,280,281
W000936,LP0071,Display,810,519
W000937,LP0642,Speaker,914,54
W000938,LP0396,Cooling Fan,885,239
W000939,LP0344,Keyboard,287,184
W000940,LP0204,Cooling Fan,262,582
W000941,LP0365,Touchpad,328,103
W000942,LP0890,Battery,785,681
W000943,LP0530,SSD,1059,406
W000944,LP0425,Keyboard,1029,115
W000945,LP0086,SSD,321,650
W000946,LP0320,Keyboard,54,71
W000947,LP0030,Keyboard,938,374
W000948,LP0792,Keyboard,314,279
W000949,LP0720,Display,434,176
W000950,LP0266,GPU,715,643
W000951,LP0675,Speaker,788,419
W000952,LP0628,Keyboard,269,520
W000953,LP0774,Speaker,538,135
W000954,LP0503,Speaker,423,538
W000955,LP0423,RAM,156,379
W000956,LP0918,Keyboard,1082,172
W000957,LP0043,Display,211,311
W000958,LP0684,Motherboard,804,391
W000959,LP0168,GPU,814,329
W000960,LP0189,GPU,921,255
W000961,LP0893,RAM,140,177
W000962,LP0500,Battery,582,353
W000963,LP0966,RAM,461,284
W000964,LP0501,RAM,813,351
W000965,LP0953,GPU,971,450
W000966,LP0267,Speaker,913,553
W000967,LP0301,Touchpad,882,193
W000968,LP0169,SSD,599,406
W000969,LP0851,Display,54,344
W000970,LP0417,Battery,654,35
W000971,LP0982,GPU,275,611
W000972,LP0429,RAM,794,576
W000973,LP0952,RAM,234,176
W000974,LP0839,Motherboard,873,159
W000975,LP0769,Cooling Fan,865,534
W000976,LP0184,Touchpad,483,357
W000977,LP0720,Motherboard,912,628
W000978,LP0797,Keyboard,537,305
W000979,LP0888,Battery,159,164
W000980,LP0590,Display,626,477
W000981,LP0890,RAM,18,220
W000982,LP0151,Keyboard,609,535
W000983,LP0473,Speaker,22,323
W000984,LP0933,RAM,1019,610
W000985,LP0475,Battery,775,149
W000986,LP0885,Speaker,606,83
W000987,LP0470,Motherboard,426,265
W000988,LP0666,Touchpad,1094,167
W000989,LP0096,SSD,937,598
W000990,LP0697,Battery,507,227
W000991,LP0456,Battery,124,611
W000992,LP0716,SSD,658,95
W000993,LP0735,GPU,1009,439
W000994,LP0785,Cooling Fan,34,434
W000995,LP0202,GPU,459,173
W000996,LP0870,Speaker,883,235
W000997,LP0005,Display,147,171
W000998,LP0905,Battery,65,80
W000999,LP0913,Speaker,608,545
W001000,LP0941,SSD,269,427
W001001,LP0837,SSD,426,239
W001002,LP0771,Keyboard,876,492
W001003,LP0692,Touchpad,790,53
W001004,LP0970,Speaker,350,583
W001005,LP0620,GPU,1031,683
W001006,LP0088,Keyboard,790,38
W001007,LP0873,RAM,528,651
W001008,LP0940,SSD,900,643
W001009,LP0137,Motherboard,768,459
W001010,LP0287,Touchpad,116,146
W001011,LP0888,Keyboard,308,297
W001012,LP0637,RAM,201,607
W001013,LP0953,Keyboard,776,81
W001014,LP0845,Motherboard,168,140
W001015,LP0921,RAM,607,430
W001016,LP0113,Cooling Fan,716,573
W001017,LP0733,Motherboard,109,251
W001018,LP0975,Speaker,1053,620
W001019,LP0655,Motherboard,595,291
W001020,LP0654,Display,135,318
W001021,LP0063,SSD,505,95
W001022,LP0357,GPU,798,551
W001023,LP0349,Display,447,368
W001024,LP0196,Speaker,221,311
W001025,LP0528,Keyboard,987,347
W001026,LP0470,RAM,731,547
W001027,LP0052,Keyboard,96,669
W001028,LP0655,Motherboard,221,442
W001029,LP0529,RAM,791,318
W001030,LP0459,Display,1007,491
W001031,LP0563,SSD,83,123
W001032,LP0986,Touchpad,86,188
W001033,LP0910,Cooling Fan,220,444
W001034,LP0919,Touchpad,1089,602
W001035,LP0662,Keyboard,1000,135
W001036,LP0447,Display,228,404
W001037,LP0529,GPU,878,559
W001038,LP0433,Display,184,612
W001039,LP0585,Cooling Fan,799,479
W001040,LP0365,Touchpad,1077,236
W001041,LP0680,Keyboard,337,453
W001042,LP0068,Cooling Fan,95,358
W001043,LP0886,Motherboard,691,579
W001044,LP0213,RAM,398,291
W001045,LP0366,Speaker,147,632
W001046,LP0357,GPU,680,480
W001047,LP0723,Battery,766,282
W001048,LP0374,Keyboard,516,622
W001049,LP0672,Touchpad,1052,197
W001050,LP0290,Battery,804,439
W001051,LP0676,Battery,203,509
W001052,LP0928,Cooling Fan,696,602
W001053,LP0045,Display,686,582
W001054,LP0834,SSD,881,468
W001055,LP0562,Cooling Fan,436,34
W001056,LP0835,Keyboard,23,185
W001057,LP0808,Speaker,708,239
W001058,LP0162,Cooling Fan,376,520
W001059,LP0773,GPU,890,636
W001060,LP0574,Keyboard,532,354
W001061,LP0072,RAM,135,198
W001062,LP0328,Battery,1070,409
W001063,LP0967,SSD,883,139
W001064,LP0992,Keyboard,19,587
W001065,LP0479,Keyboard,25,578
W001066,LP0939,Touchpad,976,158
W001067,LP0908,Motherboard,945,259
W001068,LP0569,Battery,1000,516
W001069,LP0481,Cooling Fan,247,153
W001070,LP0900,Speaker,609,173
W001071,LP0327,Battery,994,698
W001072,LP0517,GPU,416,31
W001073,LP0799,Touchpad,135,38
W001074,LP0454,Display,309,104
W001075,LP0050,Battery,580,174
W001076,LP0199,SSD,604,530
W001077,LP0222,Motherboard,724,525
W001078,LP0870,Cooling Fan,971,126
W001079,LP0776,Touchpad,884,153
W001080,LP0695,Touchpad,982,140
W001081,LP0386,RAM,899,388
W001082,LP0791,GPU,834,496
W001083,LP0417,SSD,93,651
W001084,LP0625,GPU,1083,270
W001085,LP0200,SSD,554,46
W001086,LP0018,Touchpad,760,185
W001087,LP0166,SSD,293,418
W001088,LP0699,RAM,411,499
W001089,LP0640,Keyboard,383,160
W001090,LP0858,Display,165,294
W001091,LP0250,Touchpad,37,499
W001092,LP0022,RAM,592,519
W001093,LP0688,Keyboard,872,81
W001094,LP0781,Display,695,534
W001095,LP0808,Touchpad,244,114
W001096,LP0930,RAM,86,128
W001097,LP0045,Display,822,185
W001098,LP0430,Motherboard,72,546
W001099,LP0034,Battery,831,387
W001100,LP0574,Touchpad,437,297
W001101,LP0865,Cooling Fan,698,642
W001102,LP0467,Speaker,426,255
W001103,LP0327,SSD,1049,542
W001104,LP0731,Keyboard,743,533
W001105,LP0916,Display,392,140
W001106,LP0291,Touchpad,835,513
W001107,LP0584,Display,526,423
W001108,LP0249,Speaker,856,678
W001109,LP0397,SSD,501,189
W001110,LP0024,Keyboard,197,536
W001111,LP0710,Battery,844,463
W001112,LP0374,Battery,1071,175
W001113,LP0318,GPU,692,300
W001114,LP0879,Touchpad,350,540
W001115,LP0686,Battery,604,32
W001116,LP0041,Motherboard,299,51
W001117,LP0560,GPU,111,118
W001118,LP0312,GPU,45,357
W001119,LP0089,Touchpad,59,602
W001120,LP0785,RAM,583,243
W001121,LP0844,Battery,1024,147
W001122,LP0411,Keyboard,126,690
W001123,LP0713,Keyboard,490,357
W001124,LP0921,GPU,454,420
W001125,LP0613,Keyboard,36,121
W001126,LP0929,Motherboard,126,68
W001127,LP0604,Motherboard,1087,639
W001128,LP0603,Keyboard,145,596
W001129,LP0455,Speaker,243,33
W001130,LP0829,SSD,101,207
W001131,LP0540,Keyboard,697,315
W001132,LP0067,RAM,378,669
W001133,LP0700,Motherboard,481,80
W001134,LP0946,SSD,461,678
W001135,LP0455,GPU,879,120
W001136,LP0249,GPU,816,204
W001137,LP0547,Motherboard,1058,114
W001138,LP0144,Battery,888,562
W001139,LP0069,RAM,630,499
W001140,LP0916,SSD,947,33
W001141,LP0893,RAM,461,105
W001142,LP0849,Display,84,387
W001143,LP0698,Speaker,444,280
W001144,LP0009,Touchpad,896,539
W001145,LP0953,Keyboard,927,663
W001146,LP0516,SSD,295,126
W001147,LP0572,Touchpad,265,345
W001148,LP0144,GPU,486,515
W001149,LP0418,RAM,68,136
W001150,LP0416,Cooling Fan,884,520
W001151,LP0707,Display,1052,537
W001152,LP0491,GPU,266,573
W001153,LP0556,Keyboard,847,271
W001154,LP0443,Speaker,1087,396
W001155,LP0026,Display,822,685
W001156,LP0166,Cooling Fan,832,206
W001157,LP0607,Battery,386,465
W001158,LP0443,GPU,919,557
W001159,LP0851,Speaker,32,613
W001160,LP0717,Keyboard,926,689
W001161,LP0407,Display,819,362
W001162,LP0174,Battery,11,504
W001163,LP0299,Touchpad,505,355
W001164,LP0580,Speaker,227,168
W001165,LP0332,RAM,986,521
W001166,LP0477,Battery,898,360
W001167,LP0998,Touchpad,1025,419
W001168,LP0304,Motherboard,394,600
W001169,LP0379,Speaker,60,354
W001170,LP0031,Display,605,157
W001171,LP0792,Cooling Fan,233,426
W001172,LP0338,Cooling Fan,395,615
W001173,LP0072,Battery,731,435
W001174,LP0360,Display,913,112
W001175,LP0664,Display,641,568
W001176,LP0439,Motherboard,124,697
W001177,LP0370,Motherboard,18,647
W001178,LP0189,SSD,562,638
W001179,LP0721,Battery,1080,487
W001180,LP0575,Cooling Fan,725,684
W001181,LP0475,Motherboard,487,687
W001182,LP0018,Battery,411,48
W001183,LP0127,Display,317,378
W001184,LP0649,Motherboard,140,689
W001185,LP0520,GPU,83,535
W001186,LP0282,Battery,57,441
W001187,LP0678,Touchpad,715,182
W001188,LP0186,Battery,475,223
W001189,LP0418,Touchpad,441,151
W001190,LP0650,Speaker,42,423
W001191,LP0173,Motherboard,37,540
W001192,LP0655,Keyboard,50,169
W001193,LP0832,SSD,363,424
W001194,LP0667,GPU,294,295
W001195,LP0719,Touchpad,934,402
W001196,LP0245,Cooling Fan,600,55
W001197,LP0715,RAM,1023,124
W001198,LP0827,SSD,634,430
W001199,LP0969,Touchpad,762,447
W001200,LP0695,Cooling Fan,533,80
W001201,LP0738,GPU,1019,243
W001202,LP0371,SSD,528,411
W001203,LP0225,SSD,686,97
W001204,LP0288,GPU,888,592
W001205,LP0999,Speaker,867,392
W001206,LP0950,Speaker,416,304
W001207,LP0519,Keyboard,617,605
W001208,LP0760,Keyboard,733,700
W001209,LP0561,GPU,337,456
W001210,LP0853,Cooling Fan,452,474
W001211,LP0402,SSD,1070,350
W001212,LP0247,Battery,70,501
W001213,LP0485,RAM,1084,512
W001214,LP0005,Speaker,605,279
W001215,LP0163,GPU,457,694
W001216,LP0258,SSD,509,470
W001217,LP0612,RAM,74,394
W001218,LP0025,SSD,663,91
W001219,LP0370,Motherboard,368,574
W001220,LP0276,GPU,959,199
W001221,LP0751,Motherboard,114,498
W001222,LP0202,SSD,362,647
W001223,LP0777,Keyboard,103,508
W001224,LP0458,Keyboard,1013,175
W001225,LP0865,Touchpad,654,306
W001226,LP0651,RAM,19,277
W001227,LP0576,Motherboard,139,461
W001228,LP0142,RAM,729,142
W001229,LP0363,Motherboard,281,681
W001230,LP0005,SSD,713,53
W001231,LP0674,Battery,202,349
W001232,LP0215,RAM,474,96
W001233,LP0143,Cooling Fan,552,268
W001234,LP0845,Keyboard,1016,665
W001235,LP0880,RAM,395,110
W001236,LP0817,Display,238,175
W001237,LP0245,RAM,69,311
W001238,LP0890,Battery,831,396
W001239,LP0190,Cooling Fan,551,182
W001240,LP0565,GPU,788,217
W001241,LP0826,RAM,237,82
W001242,LP0537,RAM,1025,258
W001243,LP0542,Keyboard,726,386
W001244,LP0300,RAM,174,295
W001245,LP0648,GPU,93,648
W001246,LP0844,Display,485,361
W001247,LP0097,Display,986,341
W001248,LP0353,RAM,650,255
W001249,LP0706,Cooling Fan,74,457
W001250,LP0139,Cooling Fan,391,586
W001251,LP0866,Display,861,496
W001252,LP0205,Keyboard,915,286
W001253,LP0395,Display,297,118
W001254,LP0684,RAM,984,413
W001255,LP0987,GPU,351,465
W001256,LP0264,Display,365,464
W001257,LP0030,Speaker,537,568
W001258,LP0122,Speaker,915,431
W001259,LP0164,Motherboard,131,464
W001260,LP0585,Keyboard,181,647
W001261,LP0853,GPU,502,50
W001262,LP0810,Keyboard,698,105
W001263,LP0447,Cooling Fan,131,348
W001264,LP0344,Motherboard,685,660
W001265,LP0842,Touchpad,302,158
W001266,LP0937,GPU,912,263
W001267,LP0693,Display,364,250
W001268,LP0288,Keyboard,88,345
W001269,LP0515,RAM,195,328
W001270,LP0666,Battery,127,178
W001271,LP0379,Touchpad,506,440
W001272,LP0305,RAM,104,178
W001273,LP0567,Battery,496,139
W001274,LP0253,SSD,281,512
W001275,LP0371,RAM,914,417
W001276,LP0478,Battery,140,142
W001277,LP0736,RAM,609,634
W001278,LP0025,SSD,539,228
W001279,LP0917,Display,1077,237
W001280,LP0663,SSD,519,476
W001281,LP0905,Touchpad,772,260
W001282,LP0938,Display,88,698
W001283,LP0877,Battery,1000,525
W001284,LP0122,Display,666,46
W001285,LP0418,Battery,244,508
W001286,LP0620,Battery,808,377
W001287,LP0829,Display,935,248
W001288,LP0878,Battery,1052,144
W001289,LP0863,GPU,299,659
W001290,LP0086,Motherboard,1041,530
W001291,LP0235,Touchpad,328,190
W001292,LP0101,Touchpad,514,436
W001293,LP0581,Display,669,483
W001294,LP0224,Cooling Fan,901,525
W001295,LP0117,Motherboard,745,170
W001296,LP0579,Speaker,934,529
W001297,LP0002,Cooling Fan,608,384
W001298,LP0871,Touchpad,175,412
W001299,LP0885,Keyboard,125,290
W001300,LP0281,RAM,114,40
W001301,LP0829,Battery,22,164
W001302,LP0795,GPU,1076,279
W001303,LP0574,Cooling Fan,80,248
W001304,LP0763,SSD,719,86
W001305,LP0175,Touchpad,657,545
W001306,LP0410,Cooling Fan,822,78
W001307,LP0244,Motherboard,567,38
W001308,LP0620,Keyboard,569,447
W001309,LP0702,Cooling Fan,722,334
W001310,LP0641,Display,309,275
W001311,LP0808,GPU,1044,128
W001312,LP0046,Display,508,592
W001313,LP0681,Battery,924,206
W001314,LP0074,Motherboard,652,132
W001315,LP0250,Keyboard,585,414
W001316,LP0062,Display,645,193
W001317,LP0153,Motherboard,211,270
W001318,LP0549,Speaker,356,400
W001319,LP0816,Keyboard,365,62
W001320,LP0790,Speaker,413,108
W001321,LP0903,GPU,1081,154
W001322,LP0742,GPU,465,455
W001323,LP0862,Motherboard,496,580
W001324,LP0579,Display,990,281
W001325,LP0756,GPU,35,507
W001326,LP0768,Speaker,637,693
W001327,LP0498,GPU,997,218
W001328,LP0048,Motherboard,57,392
W001329,LP0133,Display,536,132
W001330,LP0800,Motherboard,980,39
W001331,LP0468,Display,898,277
W001332,LP0276,Speaker,757,58
W001333,LP0814,Speaker,666,136
W001334,LP0185,Keyboard,949,36
W001335,LP0542,RAM,175,142
W001336,LP0904,Touchpad,174,667
W001337,LP0272,SSD,750,295
W001338,LP0958,RAM,870,650
W001339,LP0484,Battery,819,382
W001340,LP0347,GPU,245,644
W001341,LP0191,Cooling Fan,886,540
W001342,LP0081,Keyboard,909,486
W001343,LP0752,Display,1036,542
W001344,LP0426,Battery,881,276
W001345,LP0599,RAM,830,139
W001346,LP0138,GPU,791,481
W001347,LP0557,Keyboard,61,411
W001348,LP0373,Cooling Fan,434,499
W001349,LP0101,Keyboard,1084,519
W001350,LP0766,SSD,105,199
W001351,LP0747,Battery,455,325
W001352,LP0684,GPU,150,339
W001353,LP0305,GPU,790,210
W001354,LP0507,GPU,429,253
W001355,LP0001,SSD,236,103
W001356,LP0825,Cooling Fan,862,129
W001357,LP0701,SSD,366,671
W001358,LP0688,Display,777,220
W001359,LP0303,Speaker,474,145
W001360,LP0616,GPU,873,242
W001361,LP0909,GPU,546,520
W001362,LP0028,SSD,805,350
W001363,LP0387,Speaker,803,637
W001364,LP0523,Cooling Fan,54,251
W001365,LP0387,Speaker,483,33
W001366,LP0029,SSD,460,528
W001367,LP0700,Touchpad,476,441
W001368,LP0747,Keyboard,171,382
W001369,LP0591,Battery,306,638
W001370,LP0117,Battery,998,89
W001371,LP0393,RAM,466,316
W001372,LP0066,Motherboard,551,81
W001373,LP0387,Battery,202,113
W001374,LP0557,Cooling Fan,358,161
W001375,LP0526,Battery,585,521
W001376,LP0128,Speaker,404,50
W001377,LP0090,Speaker,243,487
W001378,LP0714,Touchpad,830,697
W001379,LP0055,Cooling Fan,695,488
W001380,LP0539,Touchpad,1076,288
W001381,LP0853,Touchpad,987,321
W001382,LP0596,Touchpad,929,669
W001383,LP0615,Motherboard,656,195
W001384,LP0953,Battery,228,532
W001385,LP0128,Display,581,589
W001386,LP0875,GPU,697,457
W001387,LP0365,Speaker,204,596
W001388,LP0635,Speaker,218,39
W001389,LP0444,Display,1018,246
W001390,LP0648,RAM,842,279
W001391,LP0097,GPU,419,126
W001392,LP0173,Touchpad,954,405
W001393,LP0853,RAM,928,212
W001394,LP0763,GPU,221,458
W001395,LP0612,SSD,850,253
W001396,LP0500,Speaker,1048,102
W001397,LP0091,Touchpad,442,568
W001398,LP0874,Touchpad,119,431
W001399,LP0544,Battery,106,146
W001400,LP0782,Keyboard,36,541
W001401,LP0079,GPU,1021,386
W001402,LP0194,Battery,245,428
W001403,LP0228,Keyboard,873,153
W001404,LP0822,Keyboard,167,511
W001405,LP0629,Speaker,684,304
W001406,LP0593,Motherboard,102,347
W001407,LP0706,Touchpad,125,278
W001408,LP0488,Battery,741,332
W001409,LP0381,Speaker,691,545
W001410,LP0231,RAM,872,270
W001411,LP0697,Touchpad,263,186
W001412,LP0494,SSD,456,648
W001413,LP0648,Battery,307,359
W001414,LP0796,RAM,226,478
W001415,LP0829,SSD,152,644
W001416,LP0718,Battery,670,601
W001417,LP0902,Display,530,535
W001418,LP0889,GPU,377,138
W001419,LP0839,Battery,394,445
W001420,LP0831,Motherboard,258,585
W001421,LP0405,Keyboard,544,396
W001422,LP0265,Display,435,598
W001423,LP0258,RAM,488,126
W001424,LP0322,GPU,455,83
W001425,LP0618,Keyboard,27,511
W001426,LP0613,GPU,1077,375
W001427,LP0794,Touchpad,104,696
W001428,LP0602,GPU,636,401
W001429,LP0904,Touchpad,961,168
W001430,LP0645,SSD,75,605
W001431,LP0768,Touchpad,370,140
W001432,LP0472,Cooling Fan,395,366
W001433,LP0667,Display,867,440
W001434,LP0521,Display,146,241
W001435,LP0221,Touchpad,973,226
W001436,LP0957,GPU,937,59
W001437,LP0490,Battery,257,520
W001438,LP0673,Keyboard,611,41
W001439,LP0724,Battery,635,165
W001440,LP0667,Battery,359,306
W001441,LP0097,Touchpad,1085,265
W001442,LP0831,Motherboard,853,281
W001443,LP0190,Keyboard,898,350
W001444,LP0316,Motherboard,202,587
W001445,LP0103,SSD,604,304
W001446,LP0173,SSD,564,189
W001447,LP0686,Motherboard,332,316
W001448,LP0251,RAM,24,645
W001449,LP0316,Cooling Fan,852,389
W001450,LP0719,Display,251,557
W001451,LP0437,Display,698,456
W001452,LP0281,Motherboard,593,135
W001453,LP0317,Cooling Fan,729,227
W001454,LP0636,Speaker,143,227
W001455,LP0479,Motherboard,665,348
W001456,LP0851,Battery,624,362
W001457,LP0096,Touchpad,124,550
W001458,LP0932,Battery,799,107
W001459,LP0684,Display,65,688
W001460,LP0205,RAM,795,357
W001461,LP0632,SSD,381,621
W001462,LP0608,Battery,82,679
W001463,LP0980,Battery,505,521
W001464,LP0392,GPU,896,627
W001465,LP0680,GPU,364,201
W001466,LP0584,RAM,488,267
W001467,LP0551,GPU,201,612
W001468,LP0257,Display,143,670
W001469,LP0843,Speaker,402,653
W001470,LP0694,Motherboard,482,342
